90,Label,Environment - EN,Norm - EN,Demographic features - EN,scope - EN,Age - EN,Gender - EN,Religion - EN,Ethnicity - EN,Family status - EN,Family role - EN,Educational roles - EN,Social status - EN,Age - FA,Gender - FA,Religion - FA,Ethnicity - FA,Family status - FA,Family role - FA,Educational roles - FA,Social status - FA,Demographic features - FA,Norm - FA,Environment - FA
1513,Taboo,University,Smoking at the university,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,سیگار کشیدن در دانشگاه,دانشگاه
1514,Normal,University,Studying new sciences and translating Western works,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,تحصیل علوم جدید و ترجمه آثار غربی,دانشگاه
1515,Expected,University,Studying/working with spouse's consent,female; University student; wife; married,Specific,,female,,,married,wife,University student,,,زن,,,متاهل,همسر,دانشجو,,زن؛متاهل؛همسر؛دانشجو,تحصیل و اشتغال با رضایت همسر,دانشگاه
1516,Expected,University,The education of boys and girls in mixed classes,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,تحصیل پسران و دختران در کلاس‌های مختلط,دانشگاه
1517,Normal,University,Using computers in the classroom,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,استفاده از رایانه در کلاس درس,دانشگاه
1518,Expected,University,Using mobile phones moderately,University student,General,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,استفاده از تلفن همراه در حد متعارف,دانشگاه
1519,Expected,University,Using standard Persian language,professor,Specific,,,,,,,professor,,,,,,,,استاد,,استاد,استفاده از زبان فارسی معیار,دانشگاه
1520,Normal,University,Wearing chadors and headscarves,female; University student,Specific,,female,,,,,University student,,,زن,,,,,دانشجو,,زن; دانشجو,پوشیدن چادر و روسری,دانشگاه
1521,Taboo,University,Wearing inappropriate clothing,University student,Specific,,,,,,,University student,,,,,,,,دانشجو,,دانشجو,پوشیدن لباس های نامناسب,دانشگاه
1522,Taboo,Unlicensed clinic,Undergoing illegal abortions,female,Specific,,female,,,,,,,,زن,,,,,,,زن,سقط جنین غیرقانونی,کلینیک غیرمجاز
1523,Expected,Urban environment,Respecting the law in society,,General,,,,,,,,,,,,,,,,,,احترام به قانون در جامعه,فضای شهری
1524,Normal,Urmia,Celebrating Grape festival,,Specific,,,,,,,,,,,,,,,,,,جشن انگور,ارومیه
1525,Normal,Vacationing in highlands,Choosing attire suitable for the weather,,General,,,,,,,,,,,,,,,,,,انتخاب لباس و پوشش متناسب با شرایط آب و هوایی,تفریح در ییلاق
1526,Normal,Village,Accepting polygamy by families,,Specific,,,,,,,,,,,,,,,,,,پذیرش چندهمسری توسط خانواده ها,روستا
1527,Taboo,Village,Arranging meeting as an unmarried couple,unmarried,Specific,,,,,unmarried,,,,,,,,ازدواج نکرده,,,,ازدواج نکرده,قرار ملاقات داشتن دختر و پسر غیرمحرم,روستا
1528,Taboo,Village,Being forced into marriage,young; male,General,young,male,,,,,,,جوان,مرد,,,,,,,جوان; مرد,مجبور شدن به ازدواج,روستا
1529,Normal,Village,Being forced to marry someone,child; female,Specific,child,female,,,,,,,کودک,زن,,,,,,,کودک; زن,مجبور شدن به ازدواج,روستا
1530,Normal,Village,Buying from local vendors,,General,,,,,,,,,,,,,,,,,,خرید از دست فروشان محلی,روستا
1531,Expected,Village,Carpet weaving,female,Specific,,female,,,,,,,,زن,,,,,,,زن,قالی بافی,روستا
1532,Normal,Village,Carpet weaving,male,Specific,,male,,,,,,,,مرد,,,,,,,مرد,قالی بافی,روستا
1533,Expected,Village,Celebrating the Rosewater Festival in traditional clothing,,Specific,,,,,,,,,,,,,,,,,,برگزاری جشن گلابگیری با لباس سنتی,روستا
1534,Expected,Village,Celebrating the traditional Yalda Night festival,,Specific,,,,,,,,,,,,,,,,,,جشن گرفتن مراسم سنتی شب یلدا,روستا
1535,Taboo,Village,Dressing disregarding local culture,,Specific,,,,,,,,,,,,,,,,,,لباس پوشیدن بدون توجه به فرهنگ محلی,روستا
1536,Expected,Village,Dressing per indigenous culture in ethnic regions,,Specific,,,,,,,,,,,,,,,,,,پوشش متناسب با فرهنگ بومی در مناطق قومیتی,روستا
1537,Normal,Village,Dropping out of school for early marriage,young; female,Specific,young,female,,,,,,,جوان,زن,,,,,,,جوان; زن,ترک تحصیل برای ازدواج زودهنگام,روستا
1538,Normal,Village,Engaging in consanguineous marriage,unmarried,Specific,,,,,unmarried,,,,,,,,ازدواج نکرده,,,,ازدواج نکرده,ازدواج فامیلی و خویشاوندی کردن,روستا
1539,Normal,Village,Expressing warm emotions openly,elderly; ,General,elderly,,,,,,,,مسن,,,,,,,,مسن; ,ابراز احساسات گرم به طور علنی,روستا
1540,Expected,Village,Following local etiquette in hospitality,,General,,,,,,,,,,,,,,,,,,رعایت آداب محلی در مهمان نوازی و پذیرایی,روستا
1541,Normal,Village,Giving birth at home instead of hospital,female,Specific,,female,,,,,,,,زن,,,,,,,زن,زایمان در خانه به جای بیمارستان,روستا
1542,Expected,Village,Greeting and Inquiring of village elders formally,,Specific,,,,,,,,,,,,,,,,,,سلام و احوالپرسی رسمی از بزرگان روستا,روستا
1543,Expected,Village,Holding traditional village weddings,,Specific,,,,,,,,,,,,,,,,,,برپایی مراسم سنتی عروسی در روستا,روستا
1544,Expected,Village,Lighting a fire for barbecue,,General,,,,,,,,,,,,,,,,,,آتش روشن کردن برای کباب‌پزی,روستا
1545,Normal,Village,Listening to local and traditional music,,General,,,,,,,,,,,,,,,,,,شنیدن موسیقی های محلی و سنتی,روستا
1546,Normal,Village,Marrying someone,child; female; unmarried,Specific,child,female,,,unmarried,,,,کودک,زن,,,ازدواج نکرده,,,,کودک; زن; ازدواج نکرده,ازدواج کردن,روستا
1547,Normal,Village,Marrying with close relatives,,Specific,,,,,,,,,,,,,,,,,,ازدواج با اقوام نزدیک,روستا
1548,Expected,Village,Mediating and reconciling disputed parties,,General,,,,,,,,,,,,,,,,,,میانجیگری و آشتی دادن میان دو طرف درگیر,روستا
1549,Normal,Village,Not allowing girls to pursue education,adult; parent,Specific,adult,,,,,parent,,,بالغ,,,,,والدین,,,بالغ; والدین,اجازه ندادن به دختران برای تحصیل,روستا
1550,Expected,Village,Participating in gathering firewood for Sadeh fire,,Specific,,,,,,,,,,,,,,,,,,مشارکت در گردآوری هیزم برای آتش سده,روستا
1551,Expected,Village,Participating in the traditional Chaharshanbe Suri ceremony,,Specific,,,,,,,,,,,,,,,,,,شرکت در آیین سنتی چهارشنبه سوری,روستا
1552,Expected,Village,Paying gifts for the marriage of young girls,elderly; ,General,elderly,,,,,,,,مسن,,,,,,,,مسن; ,پرداخت هدایا برای ازدواج دختران جوان,روستا
1553,Expected,Village,Performing traditional music at the Rosewater Festival,,Specific,,,,,,,,,,,,,,,,,,موسیقی سنتی در جشن گلابگیری,روستا
1554,Expected,Village,Preserving local traditions in marriage ceremonies as a couple,married; ,Specific,,,,,married,,,,,,,,متاهل,,,,متاهل,حفظ سنت های محلی در مراسم ازدواج,روستا
1555,Expected,Village,Prohibiting extramarital relationships,,Specific,,,,,,,,,,,,,,,,,,حرام شمردن روابط خارج از ازدواج,روستا
1556,Expected,Village,Respecting elders,young; ,Specific,young,,,,,,,,جوان,,,,,,,,جوان; ,احترام به کهنسالان,روستا
1557,Expected,Village,Respecting local cultural traditions of each region,,Specific,,,,,,,,,,,,,,,,,,احترام گذاشتن به سنت های فرهنگی بومی هر منطقه,روستا
1558,Expected,Village,Respecting local languages and dialects,,Specific,,,,,,,,,,,,,,,,,,احترام به زبان و گویش‌های محلی,روستا
1559,Expected,Village,Respecting local norms and traditions as a guest,,General,,,,,,,,,,,,,,,,,,احترام به هنجارها و سنت‌های محلی به عنوان مهمان,روستا
1560,Normal,Village,Supporting cultural diversity and ethnic minorities,,General,,,,,,,,,,,,,,,,,,حمایت از تنوع فرهنگی و اقلیت های قومی,روستا
1561,Expected,Village,Using traditional utensils at rose water distillation festivals,,Specific,,,,,,,,,,,,,,,,,,استفاده از ظروف سنتی در جشن گلابگیری,روستا
1562,Expected,Village,Valuing traditional lifestyle,,General,,,,,,,,,,,,,,,,,,اهمیت دادن به سبک زندگی سنتی,روستا
1563,Expected,Village,Warmly welcoming strangers,,Specific,,,,,,,,,,,,,,,,,,خوشامدگویی و صمیمیت با غریبه ها,روستا
1564,Normal,Village,Wearing traditional clothing,,Specific,,,,,,,,,,,,,,,,,,پوشیدن لباس سنتی,روستا
1565,Normal,Water park,Wearing appropriate attire in public places,,Specific,,,,,,,,,,,,,,,,,,پوشش مناسب در اماکن عمومی,پارک آبی
1566,Expected,Wedding ceremony,Adhering to cultural/religious protocols,,Specific,,,,,,,,,,,,,,,,,,پایبندی به آداب و تشریفات فرهنگی و مذهبی,عروسی
1567,Expected,Wedding ceremony,Adhering to national values and traditions,,Specific,,,,,,,,,,,,,,,,,,پایبندی به ارزش ها و سنت های ملی,عروسی
1568,Expected,Wedding ceremony,Celebrating a joyous and boisterous wedding,,General,,,,,,,,,,,,,,,,,,برگزاری جشن شاد و پرهیاهو برای عروسی,عروسی
1569,Expected,Wedding ceremony,Celebrating and experiencing joy,,General,,,,,,,,,,,,,,,,,,جشن گرفتن و تجربه شادی,عروسی
1570,Expected,Wedding ceremony,Celebrating henna night,,Specific,,,,,,,,,,,,,,,,,,جشن حنابندان,عروسی
1571,Expected,Wedding ceremony,Congratulating host at celebratory events/dancing,,General,,,,,,,,,,,,,,,,,,تبریک به میزبان در مراسم جشن و پایکوبی,عروسی
1572,Normal,Wedding ceremony,Criticizing traditional lifestyles,,General,,,,,,,,,,,,,,,,,,انتقاد از سبک زندگی سنتی,عروسی
1573,Expected,Wedding ceremony,Dancing and revelry at a family wedding ceremony,,General,,,,,,,,,,,,,,,,,,رقص و پایکوبی در مراسم عروسی خانوادگی,عروسی
1574,Expected,Wedding ceremony,Dancing and singing in appropriate settings,,General,,,,,,,,,,,,,,,,,,رقص و آوازخوانی در محیط مناسب,عروسی
1575,Taboo,Wedding ceremony,Dancing unbridled and provocatively at public events,,Specific,,,,,,,,,,,,,,,,,,رقص آزاد و بی بند و بار در مجالس عمومی,عروسی
1576,Expected,Wedding ceremony,Following traditional customs at marriage ceremony,,Specific,,,,,,,,,,,,,,,,,,رعایت آداب و رسوم سنتی در مراسم عقد,عروسی
1577,Expected,Wedding ceremony,Giving cash gifts,,General,,,,,,,,,,,,,,,,,,دادن هدایای نقدی,عروسی
1578,Normal,Wedding ceremony,Having a grand wedding celebration as a couple,married; ,Specific,,,,,married,,,,,,,,متاهل,,,,متاهل,گرفتن جشن بزرگ برای عروسی,عروسی
1579,Taboo,Wedding ceremony,Holding weddings during mourning periods,Muslim,Specific,,,Muslim,,,,,,,,مسلمان,,,,,,مسلمان,برگزاری مراسم عروسی در ایام عزاداری,عروسی
1580,Normal,Wedding ceremony,Kissing the bride's cheeks by guests,,Specific,,,,,,,,,,,,,,,,,,بوسیدن گونه عروس توسط میهمانان,عروسی
1581,Expected,Wedding ceremony,Maintaining an appropriate appearance and avoiding offensive behavior,,General,,,,,,,,,,,,,,,,,,آرایش مناسب و خودداری از رفتارهای زننده,عروسی
1582,Normal,Wedding ceremony,Not wearing very short or revealing clothes,female,Specific,,female,,,,,,,,زن,,,,,,,زن,نپوشیدن لباس خیلی کوتاه یا بدن نما,عروسی
1583,Normal,Wedding ceremony,Obeying elders,,Specific,,,,,,,,,,,,,,,,,,اطاعت از بزرگترها,عروسی
1584,Expected,Wedding ceremony,Obtaining father's consent,female; Muslim; unmarried,Specific,,female,Muslim,,unmarried,,,,,زن,مسلمان,,ازدواج نکرده,,,,زن; مسلمان; ازدواج نکرده,اخذ رضایت از پدر برای ازدواج,عروسی
1585,Expected,Wedding ceremony,Offering without coercion to accept,,Specific,,,,,,,,,,,,,,,,,,تعارف کردن ولی عدم اجبار برای پذیرش,عروسی
1586,Expected,Wedding ceremony,Participating in joyful gatherings and dancing,,General,,,,,,,,,,,,,,,,,,شرکت در مجالس شادی و رقص,عروسی
1587,Normal,Wedding ceremony,Playing informal music,,Specific,,,,,,,,,,,,,,,,,,پخش موسیقی غیررسمی,عروسی
1588,Expected,Wedding ceremony,Playing music limitedly,,General,,,,,,,,,,,,,,,,,,پخش موسیقی به طور محدود,عروسی
1589,Normal,Wedding ceremony,Presenting flowers to man,female,General,,female,,,,,,,,زن,,,,,,,زن,تقدیم گل به مرد,عروسی
1590,Expected,Wedding ceremony,Presenting flowers to woman,male,General,,male,,,,,,,,مرد,,,,,,,مرد,تقدیم گل به زن,عروسی
